입력코드,항목명,항목분류내용,처리코드,포함항목,제외항목,출처
6020,초등학교,초등학교 교육과정에 대해 받은 교육서비스에 대한 지출,S240,"['초등학교 입학금, 수업료 및 학교운영지원비']",['방과 후 특별활동 등의 지도 ⇒ 학교보충교육비(6710)'],항목분류집
6030-6040,중등교육,정규교육기관에서 수행하는 교육으로 중학교 및 고등학교 교육서비스에 지출하는 비용,,[],[],항목분류집
6030,중학교,중학교 교육과정에 대하여 받은 교육서비스에 대한 지출,S320,"['중학교 입학금, 수업료 및 학교운영지원비']",['자율학습비 ⇒ 학교보충교육비(6710)'],항목분류집
6040,고등학교,고등학교 교육과정에 대하여 받은 교육서비스에 대한 지출,S340,"['고등학교 입학금, 수업료 및 학교운영지원비']",['자율학습비 ⇒ 학교보충교육비(6710)'],항목분류집
6050-6080,고등교육,2년제 대학이상 정규교육기관의 교육서비스에 지출하는 비용,S4,[],[],항목분류집
6050,전문대학,고등교육법에 의해 지정된 고등교육기관 중 4년제 미만의 교육기관에서 받은 교육서비스에 대한 지출. 국·공립 및 사립 구분 없음.,S,"['전문대학 입학금, 수업료 및 기성회비']",[],항목분류집
6065,대학교,고등교육법에 의해 지정된 국공립․사립 고등교육기관 중 4년 이상의 교육기관에서 받은 교육서비스에 대한 지출. 사이버대학 및 4년의 과정을 조기에 졸업한 경우도 포함,S450,"['대학 입학금, 수업료 및 기성회비', '방송통신대학, 원격(사이버)대학, 사내(社內)대학 등 포함', '계절학기 수강비용 포함']",[],항목분류집
6080,대학원,고등교육법에 의해 지정된 고등교육기관 중 석사학위과정 및 박사학위 과정에서 받은 교육서비스에 대한 지출. 국·공립 및 사립 구분 없음. 대학원대학도 포함.,S480,"['대학원 입학금, 기성회비 및 수업료', '계절학기 수강비용 포함']",[],항목분류집
6105-6630,학원 및 보습교육,학생 및 성인의 정규교육기관 이외에 학원에서의 교육에 대한 지출,S5,[],[],항목분류집
6105-6505,학생학원교육,학생이 정규교육과정의 교육내용에 대하여 부족한 부분을 보충하거나 선행학습 등에 대한 지출,S6,[],[],항목분류집
6105,입시 및 보습,"상급학교 또는 특수학교진학을 목적으로 정규교과과정 중에서 음악, 미술 및 체육과정을 제외한 학원에서 수강하는 과정. 교재비는 분리하여 학습교재(5407)로 분류. 재수생, 취학 전 아동도 포함. 인터넷 학원 및 인터넷 강좌도 포함.",S615,"['입시논술학원 및 입시면접학원 등', '입시영어, 입시중국어, 입시일어 등', '토플, 토익, 텝스 등 시험전문학원 수강', '검정고시 등 학력검정을 위한 학원 포함', '유학준비학원 수강', '회화 및 리스닝 전용 학원비', '공부방, 온라인강의 등', '영어유치원(학원비)']","['학원 이외 개인교사로부터 지도받는 개인과외 및 그룹과외 ⇒ 개인과외비(6505)', '입시를 위한 음악, 미술, 체육은 각각 해당 학원에 분류']",항목분류집
6155,음악학원,"피아노학원, 바이올린, 첼로 등 음악 관련 학원에서 받은 보충교육. 학원에서 소요되는 교습비 이외 경비는 각 해당 항목에 분류.",S,"['피아노, 바이올린, 첼로, 클라리넷, 성악 등 서양악기', '북, 장구, 가야금, 창 등 국악기']","['피아노 등 악기를 학원 이외의 장소에서 개인으로부터 받는 교습 ⇒ 개인과외비(6505)', '학생 및 수험생이 아닌 성인의 음악 관련 교습 ⇒ 문화강습(5350)']",항목분류집
6205,미술학원,미술학원 및 서예학원 등으로부터 받은 보충교육. 학원에서 소요되는 교습비 이외 경비는 각 해당 항목에 분류.,S635,"['입시를 위한 미술학원, 수채, 유화, 조각, 종이접기 등', '서예학원 포함']","['학원 이외의 장소에서 개인으로부터 받는 교습 ⇒ 개인과외비(6505)', '학생 및 수험생이 아닌 성인의 미술학원교습 ⇒ 문화강습(5350)']",항목분류집
6255,운동학원,"태권도, 유도, 축구 등의 학원강사에게 받는 운동 교육비. 수영장 이용료 및 강습료와 같이 분리가능한 비용은 분리하여 각각 해당 품목으로 분류",S645,"['태권도, 합기도', '검도, 권투, 유도 등 운동관련의 교육비용', '축구교실, 야구교실, 승마교실, 골프교실, 수영교실, 탁구교실, 테니스교실 등의 단체강습료']","['도복, 유니폼 ⇒ 운동복(2055)', '죽도, 호구, 축구공, 야구공 등 ⇒ 운동용품(5240)', '강습 없이 경기장을 이용하는 비용 ⇒ 운동시설이용(5305)', '승급 및 승단심사비 ⇒ 응시료(8620)']",항목분류집
6305,직업준비학원,학생이 향후 직업을 구하기 위해 각종 자격증 취득 및 개인 능력 향상을 위해 학원에서 받는 교육에 대한 비용,S655,"['요리사, 미용, 컴퓨터 등 자격증 취득을 위한 학원', '컴퓨터 프로그래밍, 사무자동화, 설계 프로그램 운영 등', '연기학원, 주산학원, 제과제빵학원, 경리학원 등']",[],항목분류집
6355,방문학습지,방문교사의 지도서비스가 병행되는 학습지를 구입한 경우,S,['학습지 및 서비스의 대가'],['학습지만 구입한 경우 ⇒ 서적의 해당 항목에 분류'],항목분류집
6405,체험교육,정규교육기관이 아닌 체험교육 시설 등에서 체험을 통한 교육을 목적으로 하는 지출,S675,"['현장학습, 영어마을, 과학마을 등 체험학습', '방학기간 동안 특수훈련원, 예절학교 등 입소', '어린이집의 현장체험학습']","['해외연수비 ⇒ 국외연수비(6740)', '단순 견학 또는 수련비 ⇒ 국내단체여행비(5480)']",항목분류집
6455,기타학원교육비,위에 분류되지 않는 학생대상 학원 및 시설에서 받은 교육,S,"['블럭 등 아동발달 관련 학원', '로봇 등 두뇌개발관련학원', '마술 등 기타 취미오락 관련학원', '리더십, 웅변, 입시면접학원 등', '어린이집에서 보육 이외에 교육을 위한 추가비용 지출 (방과후 특별활동)']","['영어 유치원 ⇒ 입시 및 보습(6105)', '놀이학교 ⇒ 보육료(8230)']",항목분류집
6505,개인과외비,"학원 등의 기업에 속하지 않은 개인으로부터 받는 과외. 학교 등에 소속된 자가 소속기관과는 별도의 개인 자격으로 가르치는 경우에도 포함. 장소는 학생의 집이건, 가르치는 자의 집이건 불문하며, 그룹으로 수행되더라도 교사가 개인자격인 경우에는 포함.",S,"['가정교사, 그룹과외', '입시 및 보습교육 개인교습', '예체능계교육 개인교습 등']","['개인이 아닌 학원강사에 의해서 이루어지는 경우 ⇒ 입시 및 보습(6105)', '개인이 아닌 학습지 소속교사에 의해서 이루어지는 경우 ⇒ 방문학습지(6355)']",항목분류집
6610-6630,성인학원교육,"대학생 이상의 일반인이 직업, 어학능력 향상 등을 위해 수강하는 교육(성인 대상 개인과외는 해당 항목에 포함)",S7,[],"['여가활용을 위해 요가, 스포츠댄스 등의 개인(그룹) 레슨 ⇒ 문화강습(5350)', '운전면허 등의 면허취득을 위한 비용 ⇒ 운전교습비(4755)']",항목분류집
6610,성인직업학원,"대학생 이상 일반인이 직업유지, 개인발전 및 새로운 직장을 구하기 위해 개인부담 또는 국가부담으로 컴퓨터, 미용, 조리학원 등에서 받은 교육에 대한 대가",S720,"['대학원 및 타대학 편입 등을 위한 학원수강', '간호, 컴퓨터, 부기, 요리 등 자격증 취득을 위한 학원수강', '캐드, 컴퓨터 등 직업유지를 위한 학원교육', '레크레이션, 댄스 등 각 분야에 강사가 되기 위한 전문교육', '중장비, 지게차 등 기계운영면허를 위한 수강', '기타 성인단체교육비']","['직장자체 교육은 포함되지 않음', '학생의 직업을 얻기 위한 교육 ⇒ 직업준비학원(6305)']",항목분류집
6620,외국어학원,"대학생 이상 일반인이 영어, 일어 및 중국어 등의 외국어회화, 취업 및 유학 등을 위한 시험성적제출 등을 위한 강습료. 통신(전화, 인터넷 등) 교육 포함",S740,"['영어회화, 일어회화 등', '전화 및 인터넷 강의 포함', '토플, 토익, 텝스 등 시험 전문학원', '성인과외 포함']",['학생의 영어교육 ⇒ 입시 및 보습(6105)'],항목분류집
6630,운동 및 교양교육,대학생 이상 일반인 대상의 예술 및 운동을 위한 강습에 따른 비용. 교양의 문화강습에 비해 보다 적극적이고 체계적이며 집중적으로 실시하는 학원중심의 교육,S,"['피아노, 바이올린, 첼로, 클라리넷, 성악 등 서양음악', '북, 장구, 가야금, 창 등 국악', '수채, 유화, 조각, 서예, 도예, 종이접기 등 미술교육', '양재(옷만들기), 편물, 꽃꽂이 등 전문교육', '태권도, 합기도, 검도, 권투, 스케이팅, 스키, 수영 등 운동 관련의 교습료']","['학생에 대한 강좌 ⇒ 운동학원(6255) ⇒ 미술학원(6205)', '각종 교양강좌 ⇒ 문화강습(5350)']",항목분류집
6710-6740,기타교육,위의 교육에 포함되지 않는 교육훈련 및 연수서비스,S8,[],[],항목분류집
6710,학교보충교육비,방과 후 학교에서 실행되는 교육에 대해 납입하는 비용,S820,"['유치원, 초중고에서 실시하는 보충교육 및 자율학습에 대한 비용', '학교 내의 야구, 축구, 유도, 검도팀 등 운동관련 교육비']",['운동기구 등은 해당 항목의 비용으로 분류'],항목분류집
6720,평생교육원,평생교육시설 및 등급이 분리되지 않는 기타정규학교에서 받은 교육서비스에 대한 지출,S840,"['평생교육원 등', '학교부설, 사업장부설, 시민사회단체부설 등 부설 형태불문', '지식, 인력개발사업관련 평생교육시설']",['학점이 인정되는 사설학원에서 교육을 받은 경우 ⇒ 해당 학원에 분류'],항목분류집
6730,국내교육연수,정규교육기관의 교육을 목적으로 하는 여행을 위해 지출하는 비용 및 적립금,S,"['소풍, 수학여행, 졸업여행', '정규교육기관의 현장학습']","['해외연수비 ⇒ 국외연수비(6740)', '단순 견학 또는 수련회 ⇒ 국내단체여행비(5480)']",항목분류집
6740,국외연수비,"해외연수 시 소요되는 기타제경비 포함. 학교, 개인 구분 없음.",S,"['국외어학연수비(해외연수 시 소요되는 기타제경비 포함)', '해외 수학여행', '국외연수를 위한 적립금', '추가송금액도 포함']",['3개월 이상 유학생에 대한 송금'],항목분류집
7515-7720,음식·숙박,별도의 가공을 거치지 않고 즉시 섭취할 수 있는 상태의 음식을 서비스 받는 데에 대해 지불하는 식사 비용과 숙박시설제공 등의 대가로 지불하는 비용,,[],[],항목분류집
7515-7560,식사비,별도의 가공을 거치지 않고 즉시 섭취할 수 있는 상태의 음식물 및 식사를 위한 부대서비스를 제공받는 데에 지불하는 비용,T1,[],['식품제조업자에 의해 제공된 식품을 제외'],항목분류집
7515,외식비,"일반식당, 이동식음식점, 패스트푸드점 등에서 식사를 제공받고 지불하는 비용. 한식, 양식, 분식, 뷔페 등의 식사형태 및 식사장소(배달, 테이크아웃 포함)에 따른 구분 없음. 전문주점이 아닌 음주에 대한 지출 포함.",S,[],[],항목분류집
7540,단체제공식,일반적으로 특정인을 대상으로 음식을 제공하는 학교 및 직장 등의 구내식당 등에서 구입하는 식사에 대한 비용. 정액지급 및 후불식 포함,S,"['직장의 구내식당, 학교단체급식', '일정금액을 각출 부담하는 경우의 부담액']",['환자에게 제공되는 병원식 ⇒ 병원입원치료비(4200)'],항목분류집
7560,주점·커피숍,"일반주점, 호프, 나이트클럽, 다방, 커피숍, 생과일 쥬스 전문점, 커피전문점 등에서 술, 음료와 더불어 음식을 제공받는 데에 지불한 비용. 유흥비, 술안주, 팁 포함.",S,"['커피숍, 다방 등에서의 음료 및 음주 비용', '호프집, 나이트클럽 등에서의 음료 및 음주 비용', '테이크아웃 전문커피전문점 포함']","['일반식당, 포장마차 등에서의 음료 및 음주']",항목분류집
7710-7730,숙박비,"호텔, 모텔, 여관, 장 등의 숙박전문시설과 민박, 홈스테이 등의 숙박시설제공의 대가로 지불하는 비용",T5,[],[],항목분류집
7710,"호텔,여관,콘도","호텔, 모텔, 여관(장급 포함), 여인숙, 콘도 등 숙박 시설을 제공받은 대가로 지급한 비용(식비 포함한 경우 포함)",S,"['호텔, 모텔', '여관, 여인숙', '콘도, 리조트, 유스호스텔 등']",[],항목분류집
7720,기타숙박시설,"호텔, 모텔, 여관(장급 포함), 여인숙, 콘도 등 이외에 기타숙박시설을 제공받은 대가로 지급한 비용(식비를 포함한 경우 포함)",T590,"['산장, 방갈로, 오두막, 민박, 펜션, 글램핑장', '청소년수련원, 임해수련원 등', '템플스테이']","['찜질방, 사우나(취침) ⇒ 목욕료(8005)']",항목분류집
7730,기타주거시설,"고시원, 기숙사, 하숙집을 이용하는 대가로 지급한 비용",S,[],['주간에 학습을 위해 이용하는 고시원 ⇒ 독서실(5345)'],항목분류집
7810-8725,기타 상품 ․ 서비스,"위의 분류들에 포함되지 않는 보험, 이미용서비스, 장신구 등과 관련된 상품 및 서비스에 대한 지출",,[],[],항목분류집
7810-7850,보험,"보험료는 보험가입의 주목적에 따라 종신보험, 연금보험, 화재보험, 운송 관련 보험 및 기타보험으로 구분. 보험 상품명 또는 회사의 특성에 따라 품목 분류하지 않도록 주의.",U6,"['우체국, 신협, 새마을금고 등의 금융기관과 각종 공제조합, 상조회사 등에 가입한 보험']",[],항목분류집
7810,종신보험,사망에 대한 보장을 목적으로 보험기간을 한정하지 않고 피보험자가 사망 시 반드시 보험금을 지급하는 보험,S,"['생명보험사의 종신보험, 변액종신, 변액유니버설(보장형)']",[],항목분류집
7820,화재보험,화재로 인한 손해를 배상함을 목적으로 하는 보험,U640,['주택(아파트 등) 화재보험료'],"['임대사업용 주택, 건물 등에 대한 화재보험료는 제외']",항목분류집
7830,연금보험,위험보장보다는 목돈마련 및 노후대비를 위한 상품,S,"['생명보험사의 개인연금보험, 교육보험, 연금저축, 변액연금, 자산연계형보험, 변액유니버설(적립형), 개인퇴직연금제도(IRP), 단체저축보험, 단체퇴직연금 (퇴직보험, 확정급여형, 확정기여형), 개인연금보험', '손해보험사의 장기손해 저축성보험, 자산연계형 보험', '손해보험사의 개인연금, 퇴직보험, 퇴직연금 (퇴직연금은 본인이 납입하는 경우만 조사)']",[],항목분류집
7840,운송관련보험 및 기타보험,"운송기구(자동차,오토바이 등) 및 기타 위에 포함되지 않는 보험. 책임보험, 종합보험 등 자동차 관련된 모든 보험 포함",U680,"['손해보험사의 자동차보험, 장기손해 운전자보험', '손해보험사의 장기손해 재물보험(핸드폰분실보험, 수화물보험 등) 보증보험 등 기타 손실보상보험']",[],항목분류집
7850,건강관련보험,"각종 위험에 대한 보장을 목적으로 사망이나 질병, 각종 재해 시 보장받는 상품. 사망보험(정기보험), 질병보험, 상해보험, 장기간병보험, 실비보험 등으로 실제 손실액을 보장하기 위한 보험. 민간보험회사에 가입하는 상품 대상.",U695,"['생명보험사의 정기보험, 질병사망보험', '제3보험의 질병, 상해, 장기간병보험', '단체보장보험의 질병, 상해, 장기간병 등', '손해보험회사의 장기손해 상해보험, 질병보험, 통합형보험', '손해보험회사의 단기 특종보험 중 상해보험, 종합보험', '상조보험' ※ 의료실비보험료: 질병 및 상해로 발생하는 의료비용 중 국민건강보험에서 보장하지 않는 국민건강보험 비급여 부분과 본인부담금을 보장하는 보험으로 ‘실손의료 보험’이라고도 함, ※ 의료실비보험료 환급액: 가입자가 실제 부담한 의료비를 보장]",[],항목분류집
7910-7910,기타금융,금융기관과의 거래에서 발생하는 수수료,U7,[],[],항목분류집
7910,금융수수료,은행 등 금융기관과의 거래에서 발생하는 수수료,U740,"['신용카드 연회비', '은행수수료(통장 재발급비 포함), 환전수수료', '입출금기, 인터넷뱅킹, 폰뱅킹 등에 대한 수수료', '채권할인비용', '중도상환수수료, 대출 관련 수수료, 위약금 등']","['부동산 관련 대출을 위한 담보 설정 관련 법무사 수수료, 채권할인수수료 등 ⇒ 부동산수수료(8515)']",항목분류집
8005-8015,이미용서비스,이미용 관련 서비스,V0,[],[],항목분류집
8005,목욕료,"공중목욕시설을 이용하고 지출한 금액. 때밀이, 맛사지, 안마 등 목욕탕의 서비스 요금도 포함.",S,"['목욕료, 사우나, 한증막, 찜질방 등', '해변의 간이목욕시설 이용료 등', '때밀이, 찜질방 옷대여료 등 포함']",[],항목분류집
8010,이미용료,"이발소 또는 미용실을 이용하고 지출한 비용. 안마료, 마사지료 등의 서비스 요금도 포함",S,"['이발료, 면도료, 드라이비용 등 이용실 이용료', '컷트, 파마, 세팅, 염색 등 미용실 이용료']",[],항목분류집
8015,기타이미용서비스,항목에 분류되지 않은 이미용서비스,S,"['가발대여, 동전드라이어 등 이미용품 대여료', '전기면도기, 전동치솔 등 이미용품 수리비', '팩, 안마, 지압, 마사지 등 전문 업소의 서비스 요금', '네일아트, 문신, 영구화장, 비만관리실 등 기타 이미용 서비스', '닥터피쉬, 한방좌욕, 족욕 등', 'LED마스크 렌탈 등']","['병원에서의 안마, 지압, 마사지 ⇒ 기타보건의료서비스 (4140)']",항목분류집
8020-8020,이미용 기기,이미용 관련 전기제품,V1,[],[],항목분류집
8020,이미용기기,전기를 이용한 이미용기구,SD,"['전기면도기, 전동칫솔 등', '헤어드라이어, 전기고데기, 파마기, 스타일빗 등', '미용사우나기, 족욕기 등', '화장품냉장고, LED마스크, 클린징기기 등 기타이미용기기', '구강세정기']",[],항목분류집
8025-8090,위생 및 이미용용품,"어른용, 아동용 구분 없음. 치료기능이 주인 제품은 약품으로 분류",V2,[],[],항목분류집
8025,칫솔,치약과 더불어 사용되는 비전동 구강위생 용구,ND,"['칫솔(일회용도 포함), 치간칫솔', '영유아용 칫솔 포함']","['전동칫솔 ⇒ 이미용기기(8020)', '치실, 세면용구세트 ⇒ 기타이미용용품(8090)']",항목분류집
8030,치약,칫솔과 더불어 사용되는 구강위생의 용구,V220,"['치약(휴대용, 일회용 등)']","['약국에서 구입하는 치료용 치약 ⇒ 판매양약(4020)', '세면용구세트, 구강세정제 ⇒ 기타이미용용품(8090)']",항목분류집
8035,세면비누,"목욕, 세안 등을 위한 비누",V230,"['화장비누(휴대용, 일회용 등) 포함', '위생비누, 핸드워시(물비누, 거품비누)']","['세면용구세트 ⇒ 기타이미용용품(8090)', '약국에서 구입하는 치료용 비누 ⇒ 판매양약(4020)', '비누곽 ⇒ 세탁·청소용구(3820)']",항목분류집
8040,샴푸 및 린스,"액체, 고체 또는 크림 상태의 세발용, 목욕용 샴푸 및 린스",V240,"['샴푸(휴대용, 일회용, 탈모완화샴푸)등', '헤어린스, 헤어컨디셔너, 헤어트리트먼트, 헤어팩 등', '바디클렌져, 바디샴푸 등']","['약국에서 구입하는 비듬제거용 샴푸 ⇒ 판매양약(4020)', '두발용 화장품(스프레이, 무스 등) ⇒ 화장품(8050)']",항목분류집
8045,화장지,"일회용 화장지, 티슈 등 종이용품",V250,"['두루마리 화장지, 각티슈', '일회용 넵킨, 물티슈, 종이수건', '키친타올, 일회용 행주 등']",[],항목분류집
8050,화장품,"사람의 얼굴, 모발, 손, 발, 손톱, 발톱 등을 아름답게 하거나 건강하게 유지하기 위한 화장품",ND,"['기초화장품 - 화장수: 스킨, 로션, 바디로션, 밀크로션 등 - 크림류: 크린싱크림, 폼크린징, 영양크림, 콜드크림, 썬크림, 핸드크림', '메이크업화장품 - 가루분: 파운데이션, 콤펙트, 트윈케이크, 파우더 등 - 입술연지: 립스틱, 볼연지, 립클로즈 등 - 눈썹연필: 마스카라, 아이샤도우 등 - 메니큐어, 리무버 등', '두발화장품 - 헤어로션, 헤어크림(무스), 헤어스프레이, 포마드, 헤어에센스, 헤어영양제 등', '남성화장품 - 셰이빙 크림, 애프터 셰이빙 로션, 남성 로션·크림 등', '베이비오일, 베이비로션, 향수, 팩 피부보호크림, 트러블피부 전용크림 등']","['아기용 분 ⇒ 보건의료 소모품(4060)', '세발용, 목욕용 샴푸 및 린스 ⇒ 샴푸 및 린스(8040)']",항목분류집
8090,기타이미용용품,위의 항목에 분류되지 않은 이미용용품,V290,"['비누치약혼합세트, 비누샴푸혼합세트, 반신욕관련 기구 등 세면용구세트', '가발, 머리깎는 가위, 빗, 브러쉬, 샴푸모자, 때수건 등', '면도기, 면도날, 1회용 면도기, 손톱 및 발톱 손질기구 등', '귀이개, 족집게, 면봉, 치실, 화장솜, 미용소금, 목초액, 구강세정제, 손세정제(항균기능 등)', '머리염색약, 왁싱스트립(제모파스) 등', '파마용품, 파마약, 파마종이 등 기타이미용용품', '여성청결세정제']","['여성세정치료제(의약품), 발모제 등 ⇒ 판매양약(4020)']",항목분류집
8115-8130,시계 및 장신구,"시계, 장신구 등 구입에 대한 지출",V3,[],[],항목분류집
8115,시계류,"휴대용, 장식용 등 각종 시계류",D,"['손목시계, 목걸이시계, 반지시계, 회중시계 등', '탁상시계, 벽시계', '시계줄 등 부품']","['금목걸이시계, 금반지시계 ⇒ 귀금속 구입(9570)']",항목분류집
8130,장신구,귀금속으로 만들지 않은 장신구 및 그 부품,D,"['반지, 목걸이, 귀걸이, 팔찌 등 모조 장신구', '브로치, 넥타이핀, 커프스버튼 등 의류 장신구', '휴대폰, 컴퓨터, 게임기, MP3 등의 제품 보호 커버']","['장식용 금, 귀금속 및 보석류 ⇒ 귀금속 구입(9570)', '지갑, 열쇠집 등 소지품류 ⇒ 가방(8140)']",항목분류집
8140-8210,기타개인용품,"가방류, 우산 등 신변용품의 구입 및 서비스에 대한 지출",V4,[],[],항목분류집
8140,가방,물건을 넣어 가지고 다닐 수 있도록 제작한 제품,V420,"['가방, 트렁크, 서류가방: 물건을 넣어 들고 다니게 만든 용구', '핸드백, 지갑, 카드지갑, 열쇠집 등', '어깨에 메는 가방, 여행용가방, 서류가방, 신발주머니, 기저귀가방 등']","['골프백, 아트백, 낚시백, 등산백 등 일괄구매된 제품', '종이백', '악기케이스']",항목분류집
8150,종교용품,"염주, 묵주 등의 신앙생활을 위한 용품",V440,"['십자가, 예수상, 성모상, 염주, 목탁, 불상, 기타종교용품']","['종교관련 책 ⇒ 기타서적(5425)', '종교반지 ⇒ 장신구(8130)']",항목분류집
8160,혼례 및 장제례용품,장례 및 제례관련 비용 중 장소 임차료와 식비를 제외한 장제례용품 일체의 비용,V460,"['관, 비석, 상석, 납골단지 등', '상여, 조등(弔燈) 등', '목기(제기), 향로, 칠성판, 받침대 등', '수의, 수시복, 수시포, 상복, 당건 등 예(禮) 관련품']","['병풍 ⇒ 기타실내장식품(3120)', '식장 임차료, 식비 등 관련 서비스 ⇒ 혼례 및 장제례비(8710)', '혼례(주례) 및 장례 등 진행사례비, 결혼식장 도우미의 팁 등 ⇒ 혼례 및 장제례비(8710)']",항목분류집
8190,기타 개인용품,위에 분류되지 않은 개인용품,V490,"['파이프, 라이터, 재떨이, 시가케이스 등 담배관련용품', '우산, 양산, 부채', '유아 이동통제용 끈, 유모차, 요람, 아기바구니, 아기캐리어', '썬글라스, 지팡이', '마스크스트랩, 마스크목걸이(줄)', '전기충격기, 가스분사기 등 호신용품', '명패(이름표), 문패, 국기, 학생용 이름표, 각종 뱃지 등', '손거울, 리본, 헤어밴드, 머리핀 등 리본류', '스마트밴드, OTP']",['고글 ⇒ 운동용품(5240)'],항목분류집
8210,개인용품서비스,"장신구의 수리비(가공임도 포함), 임차료, 세탁비 등",S,"['시계, 우산, 가방 수리비 등 장신구 수리비', '귀금속 대여 등 장신구 임차료', '귀금속 세척 등 장신구 세척비', '귀금속 및 장신구의 리모델링 및 수공비']",[],항목분류집
8220-8290,복지시설,"유아, 노인, 장애인, 산모 등 가족 돌봄을 위탁한 경우 지불하는 비용",V5,[],[],항목분류집
8220,산후조리원,병원 병설 및 개인 운영 구분 없음,V520,['산후조리원'],"['개인 산후조리사 ⇒ 개인 가사사용인 급료(3940), 업체 가사서비스 이용료(3950)']",항목분류집
8230,보육료,취학 전 아동의 보육을 위해 지불하는 지출,V540,"['놀이방, 어린이집 등 탁아시설 보육료(가구 외 보육)', '놀이학교(아이슐레, 킨더슐레, 쁘레네 등)']","['방과 후 공부방 ⇒ 입시 및 보습(6105)', '베이비시터 등 고용한 경우 ⇒ 개인 가사사용인 급료(3940), 업체 가사서비스 이용료(3950)', '어린이집에서 음악, 미술, 외국어 등의 교육을 위한 추가지출 ⇒ 기타학원교육비(6455)']",항목분류집
8290,기타사회복지,사회복지 관련 서비스 비용,S,"['노인(대학)교실, 노인·환자 등의 휴양소 이용료', '요양 및 회복센터 등의 복지시설 이용', '노인복지시설, 노인의료복지시설, 장애인시설 등 이용료', '입양비용']",[],항목분류집
8515-8725,기타서비스,위의 모든 항목에 포함되지 않는 소비지출,V9,[],[],항목분류집
8515,부동산수수료,부동산 매매․임차(대) 등을 위한 수수료,S,"['부동산 관련 법무사, 세무사 수수료', '부동산중개, 경매대행, 공매대행', '부동산담보대출을 위한 감정수수료', '채권할인수수료 등 관련수수료', '전세권등기에 따른 법무사 등 수수료', '토지측량 및 필지분할 등에 따른 수수료']","['채권구입 ⇒ 유가증권 구입(9550)', '부동산 이외의 일반수수료 ⇒ 일반수수료(8610)']",항목분류집
8610,일반수수료,대리행위에 대해 지출하는 비용 및 기타업무처리 등. 서비스에 대한 대가로 지불한 비용.,S,"['주민등록증, 등초본, 여권(비자)등의 발급비용', '각종 면허증 발급, 차량 등 등록대행 수수료', '진단서, 입원, 성적, 재학 등 증명서발급 수수료', '기타 증명서발급 및 대리행위에 대한 보수', '예매수수료, 범용공인인증서']","['은행수수료 ⇒ 금융수수료(7910)', '부동산관련 법무사 등에 대한 수수료 ⇒ 부동산수수료(8515)']",항목분류집
8615,법무·행정수수료,법률·행정 등 사무처리와 관련된 대리행위에 대해 지출하는 비용,S,"['변호사, 법무사, 대서소 등 법무 및 행정수수료', '행정사, 세무사, 노무사 등 법무 및 행정수수료']",[],항목분류집
8620,응시료,각종 시험응시 및 그에 따른 원서비용,S,"['시험응시료, 논문심사비, 진학원서비, 운전면허 응시료', '각종 자격시험 응시료, 신체검사 비용', '대입응시료, 취직원서대, IQ검사료, 적성검사료 등', '태권도, 검도 등 승단(급)심사비', '시험접수를 위한 수입인지 및 증지']",[],항목분류집
8710,혼례 및 장제례비,"혼례, 장례, 제례, 생일잔치 등의 장소를 임차하거나, 묘지, 납골당 등의 관리를 위해 소요되는 비용",S,"['결혼식장, 장례식장 등 장소 임차비 및 식비', '칠순, 돌잔치 등 장소 임차 및 식비', '굴토, 봉분 만들기, 화장장 비용(팁 포함) 등', '묘지관리·이장·벌초비용, 납골당의 봉안 및 관리비 등', '○ 천도재, 49제, 삼우제, 영가(靈駕) 등 종교 제례 비용
○ 혼례, 장제례 등 예(禮) 진행 목사, 신부, 스님에 대한 사례금
○ 결혼 주례, 돌잔치 사회자 등에 대한 사례금
○ 위의 각종 행사 도우미 사례비, 팁']","['× 드레스 및 상복 등 임차 ⇒ 기타의복관련서비스(2240), × 묘지관리비용, 이장비용, 벌초비용, 족보제작, 납골당 비용 등을 위해 종중 등에 공동부담금 납부 ⇒ 단체 회비(9430), × 묘지구입(부동산) ⇒ 부동산 구입(9560), × 돌, 회갑 등을 위한 실내장식비용 ⇒ 기타실내장식품(3120), × 상호 예단비 ⇒ 자산 이전(9990), × 관, 비석, 납골단지 등 구입 ⇒ 혼례 및 장제례용품 (8160), × 함값, 절값 ⇒ 교제비(9170)']",항목분류집
8725,팁 및 기타서비스,기타 위에서 분류되지 않은 서비스에 대한 소비지출,S,"['컨설트, 직업알선, 맞선 등 상담서비스료', '기타직업 알선, 중매', '사설탐정, 결혼 카운슬러 등', '신문, 생활지 등에 알림광고', '복사, 코팅, 제본, 포장비 등', '점성가, 사주(점), 이름짓기, 부적 등', '유흥종사자의 서비스에 대한 팁 등의 비용', '일정기간 마트 등을 이용할 수 있는 소멸성 회비', '공연, 항공, 철도 티켓 취소수수료', '인터넷 쇼핑몰 등 회원가입 이용료', '기타 위에 분류되지 않는 서비스']",['공공사무를 제공받고 대가로 지불하는 수수료 ⇒ 일반수수료(8610)'],항목분류집
9010-9445,비소비지출,"조세, 공적연금, 사회보험 등 공적 비소비지출 및 가구간 이전, 비영리단체로의 이전 등의 사적 비소비지출. 자산의 이전은 기타지출에 분류",,[],[],항목분류집
